DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD000AC01219R,DD000AC01319R,DD000AC01S19R,DD000AM01219R,DD000AM01319R,DD000AM01S19R,DD000AR01219R,DD000AR01319R,DD000AR01S19R,DD000AS01219R,DD000AS01319R,DD000AS01S19R,DD000AW01219R,DD000AW01319R,DD000AW01S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD200AC01219R,DD200AC01319R,DD200AC01S19R,DD200AM01219R,DD200AM01319R,DD200AM01S19R,DD200AR01219R,DD200AR01319R,DD200AR01S19R,DD200AS01219R,DD200AS01319R,DD200AS01S19R,DD200AW01219R,DD200AW01319R,DD200AW01S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD300AC01219R,DD300AC01319R,DD300AC01S19R,DD300AM01219R,DD300AM01319R,DD300AM01S19R,DD300AR01219R,DD300AR01319R,DD300AR01S19R,DD300AS01219R,DD300AS01319R,DD300AS01S19R,DD300AW01219R,DD300AW01319R,DD300AW01S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DD400AC01219R,DD400AC01319R,DD400AC01S19R,DD400AM01219R,DD400AM01319R,DD400AM01S19R,DD400AR01219R,DD400AR01319R,DD400AR01S19R,DD400AS01219R,DD400AS01319R,DD400AS01S19R,DD400AW01219R,DD400AW01319R,DD400AW01S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDA00AC01219R,DDA00AC01319R,DDA00AC01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AM01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AR01S19R,DDA00AS01219R,DDA00AS01319R,DDA00AS01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AW01S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDB00AC01219R,DDB00AC01319R,DDB00AC01S19R,DDB00AM01219R,DDB00AM01319R,DDB00AM01S19R,DDB00AR01219R,DDB00AR01319R,DDB00AR01S19R,DDB00AS01219R,DDB00AS01319R,DDB00AS01S19R,DDB00AW01219R,DDB00AW01319R,DDB00AW01S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDE00AC01219R,DDE00AC01319R,DDE00AC01S19R,DDE00AM01219R,DDE00AM01319R,DDE00AM01S19R,DDE00AR01219R,DDE00AR01319R,DDE00AR01S19R,DDE00AS01219R,DDE00AS01319R,DDE00AS01S19R,DDE00AW01219R,DDE00AW01319R,DDE00AW01S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDF00AC01219R,DDF00AC01319R,DDF00AC01S19R,DDF00AM01219R,DDF00AM01319R,DDF00AM01S19R,DDF00AR01219R,DDF00AR01319R,DDF00AR01S19R,DDF00AS01219R,DDF00AS01319R,DDF00AS01S19R,DDF00AW01219R,DDF00AW01319R,DDF00AW01S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDH00AC01219R,DDH00AC01319R,DDH00AC01S19R,DDH00AM01219R,DDH00AM01319R,DDH00AM01S19R,DDH00AR01219R,DDH00AR01319R,DDH00AR01S19R,DDH00AS01219R,DDH00AS01319R,DDH00AS01S19R,DDH00AW01219R,DDH00AW01319R,DDH00AW01S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDI00AC01219R,DDI00AC01319R,DDI00AC01S19R,DDI00AM01219R,DDI00AM01319R,DDI00AM01S19R,DDI00AR01219R,DDI00AR01319R,DDI00AR01S19R,DDI00AS01219R,DDI00AS01319R,DDI00AS01S19R,DDI00AW01219R,DDI00AW01319R,DDI00AW01S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDL00AC01219R,DDL00AC01319R,DDL00AC01S19R,DDL00AM01219R,DDL00AM01319R,DDL00AM01S19R,DDL00AR01219R,DDL00AR01319R,DDL00AR01S19R,DDL00AS01219R,DDL00AS01319R,DDL00AS01S19R,DDL00AW01219R,DDL00AW01319R,DDL00AW01S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDM00AC01219R,DDM00AC01319R,DDM00AC01S19R,DDM00AM01219R,DDM00AM01319R,DDM00AM01S19R,DDM00AR01219R,DDM00AR01319R,DDM00AR01S19R,DDM00AS01219R,DDM00AS01319R,DDM00AS01S19R,DDM00AW01219R,DDM00AW01319R,DDM00AW01S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDR00AC01219R,DDR00AC01319R,DDR00AC01S19R,DDR00AM01219R,DDR00AM01319R,DDR00AM01S19R,DDR00AR01219R,DDR00AR01319R,DDR00AR01S19R,DDR00AS01219R,DDR00AS01319R,DDR00AS01S19R,DDR00AW01219R,DDR00AW01319R,DDR00AW01S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDS00AC01219R,DDS00AC01319R,DDS00AC01S19R,DDS00AM01219R,DDS00AM01319R,DDS00AM01S19R,DDS00AR01219R,DDS00AR01319R,DDS00AR01S19R,DDS00AS01219R,DDS00AS01319R,DDS00AS01S19R,DDS00AW01219R,DDS00AW01319R,DDS00AW01S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DDW00AC01219R,DDW00AC01319R,DDW00AC01S19R,DDW00AM01219R,DDW00AM01319R,DDW00AM01S19R,DDW00AR01219R,DDW00AR01319R,DDW00AR01S19R,DDW00AS01219R,DDW00AS01319R,DDW00AS01S19R,DDW00AW01219R,DDW00AW01319R,DDW00AW01S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNC00AC01219R,DNC00AC01319R,DNC00AC01S19R,DNC00AM01219R,DNC00AM01319R,DNC00AM01S19R,DNC00AR01219R,DNC00AR01319R,DNC00AR01S19R,DNC00AS01219R,DNC00AS01319R,DNC00AS01S19R,DNC00AW01219R,DNC00AW01319R,DNC00AW01S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNM00AC01219R,DNM00AC01319R,DNM00AC01S19R,DNM00AM01219R,DNM00AM01319R,DNM00AM01S19R,DNM00AR01219R,DNM00AR01319R,DNM00AR01S19R,DNM00AS01219R,DNM00AS01319R,DNM00AS01S19R,DNM00AW01219R,DNM00AW01319R,DNM00AW01S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R,DNS00AC01219R,DNS00AC01319R,DNS00AC01S19R,DNS00AM01219R,DNS00AM01319R,DNS00AM01S19R,DNS00AR01219R,DNS00AR01319R,DNS00AR01S19R,DNS00AS01219R,DNS00AS01319R,DNS00AS01S19R,DNS00AW01219R,DNS00AW01319R,DNS00AW01S19R
"195901",25,9,57,27,7,69,36,14,68,18,7,49,16,7,40,18,5,52,67,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,77,60,100,-1,-1,-1,91,82,100,73,45,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,67,34,10,71,36,13,73,31,10,62,32,16,65,23,5,55,37,15,78,-1,-1,-1,57,14,100,30,10,80,-1,-1,-1,-1,-1,-1,28,8,63,30,6,68,32,10,70,26,7,58,28,13,63,21,3,51,36,12,70,34,10,73,38,14,75,38,12,69,31,11,64,25,5,59,31,10,65,33,8,70,35,12,73,30,9,61,30,13,64,23,4,54,29,14,64,-1,-1,-1,20,20,60,20,0,80,.,.,.,-1,-1,-1,17,5,48,17,6,59,30,10,63,11,3,38,7,5,32,9,0,38,30,11,64,35,10,70,35,12,72,26,8,57,33,20,67,21,5,51,18,4,51,19,3,62,23,6,60,17,3,43,19,7,57,6,0,32,9,2,31,12,1,40,11,3,42,8,1,23,14,2,34,0,0,7,48,23,76,56,28,82,47,23,76,52,20,77,53,43,83,26,9,63,34,11,68,35,10,72,38,14,75,34,10,64,33,17,67,26,6,59,27,10,61,33,10,69,32,12,67,24,9,57,28,11,60,13,3,43,29,13,67,17,0,50,42,17,83,22,6,56,-1,-1,-1,20,20,60
"195902",19,5,55,11,0,33,27,18,64,13,0,63,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,10,64,23,7,51,23,9,65,38,10,71,60,20,80,19,7,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,29,8,62,26,6,54,20,8,61,37,8,69,53,18,76,16,8,40,33,9,69,26,11,58,21,8,63,43,9,76,44,0,89,31,15,62,31,9,64,23,5,54,22,8,64,38,10,70,58,16,79,19,8,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,37,0,0,20,14,0,43,0,0,45,-1,-1,-1,-1,-1,-1,30,11,61,21,4,46,25,10,67,34,11,67,73,36,73,7,0,29,22,5,54,22,0,52,13,3,53,24,7,58,50,7,71,17,4,35,8,3,30,-1,-1,-1,8,8,46,13,0,31,-1,-1,-1,0,0,0,41,23,68,-1,-1,-1,38,25,75,44,11,78,-1,-1,-1,-1,-1,-1,32,9,66,29,4,58,19,5,63,41,9,72,56,22,78,18,9,50,30,13,61,16,11,42,31,17,69,33,12,70,-1,-1,-1,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"196901",0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,17,77,53,24,74,37,14,73,49,15,85,50,35,80,30,5,65,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,32,10,71,33,13,60,25,9,66,34,8,79,50,33,67,36,0,73,43,18,79,50,22,72,29,13,68,52,19,90,54,38,92,36,0,64,40,14,73,50,21,71,29,10,69,49,14,81,38,25,75,24,6,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,16,75,56,25,75,48,16,80,45,10,77,43,29,57,22,11,67,15,4,55,25,13,50,3,0,50,26,6,71,0,0,43,13,0,25,18,8,50,30,20,50,7,0,53,24,6,59,20,20,40,-1,-1,-1,66,32,95,67,33,83,67,33,92,54,23,100,-1,-1,-1,-1,-1,-1,48,19,79,59,28,76,39,16,75,54,16,89,53,33,73,36,7,71,29,11,69,20,0,60,25,8,67,35,12,71,40,40,100,17,0,50,0,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"196902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,22,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,13,74,47,13,80,41,18,78,40,12,74,38,19,62,30,1,55,27,4,81,-1,-1,-1,30,10,100,25,0,75,-1,-1,-1,-1,-1,-1,40,13,74,48,14,81,41,18,78,40,12,75,38,19,62,30,1,55,48,17,82,47,16,82,47,24,83,52,16,86,40,10,60,38,3,67,36,11,69,43,12,76,38,14,71,36,10,71,35,18,71,24,0,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,33,10,66,48,11,77,34,11,72,29,8,63,38,25,63,20,0,40,21,3,58,29,0,63,19,5,66,23,2,59,33,20,60,9,0,30,24,5,40,33,0,58,19,8,41,26,0,43,60,40,60,7,0,7,47,18,80,57,16,89,45,24,85,48,16,79,57,29,57,33,3,64,41,13,76,48,15,82,42,17,80,42,13,75,29,18,59,34,2,62,36,13,67,45,9,73,36,19,70,36,10,71,56,22,67,19,0,31,33,33,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"196903",19,7,60,17,17,33,25,10,75,15,0,67,-1,-1,-1,-1,-1,-1,31,15,62,-1,-1,-1,-1,-1,-1,33,17,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,14,72,36,11,77,46,18,80,35,13,67,43,24,68,26,7,58,29,12,63,20,7,67,34,11,71,23,8,54,46,38,69,30,10,60,34,12,70,29,8,71,43,14,78,31,11,66,38,21,62,25,5,55,40,14,75,37,12,79,46,14,81,38,15,72,41,15,69,33,8,69,36,12,71,35,9,75,42,14,78,31,11,68,39,17,67,26,6,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,8,62,18,18,36,26,11,79,15,0,65,-1,-1,-1,-1,-1,-1,37,15,69,35,10,76,47,20,80,32,11,63,45,29,68,20,5,48,22,6,60,25,9,66,31,8,71,15,3,52,23,12,56,13,2,44,28,10,51,38,19,67,38,13,69,18,5,32,21,14,50,-1,-1,-1,52,23,79,45,17,87,63,29,89,50,20,72,55,41,73,23,8,46,38,15,73,34,12,75,47,18,82,33,14,67,46,26,74,32,8,63,39,11,69,44,7,84,45,17,74,40,10,67,33,17,50,6,0,41,0,0,25,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"197902",-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,21,81,35,10,69,45,25,83,53,22,84,33,19,67,64,21,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,17,74,30,10,65,30,23,70,45,17,83,42,25,58,67,0,83,46,22,75,35,15,58,39,29,73,54,22,82,27,9,55,64,14,93,44,25,79,25,17,58,50,38,81,45,18,86,40,20,80,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,49,20,88,36,5,82,51,20,94,51,23,86,40,30,80,64,29,93,12,3,58,6,0,50,21,11,64,12,0,62,0,0,17,0,0,80,27,17,53,0,0,50,33,33,67,30,10,40,-1,-1,-1,-1,-1,-1,48,20,81,39,8,72,43,23,83,54,23,83,31,19,63,60,16,92,52,24,85,36,14,75,49,27,89,58,27,86,30,10,70,67,29,95,40,15,73,35,5,60,35,21,71,43,15,80,36,27,64,57,0,86,60,20,80,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"198901",34,10,76,-1,-1,-1,42,17,83,25,8,67,.,.,.,-1,-1,-1,39,17,78,-1,-1,-1,50,33,83,43,0,71,-1,-1,-1,-1,-1,-1,88,38,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,21,79,64,26,83,49,17,81,54,22,78,43,22,75,50,17,73,33,10,56,50,10,60,29,8,63,34,13,59,-1,-1,-1,33,11,33,46,16,75,56,22,78,44,14,80,48,15,74,33,19,70,41,9,63,55,24,82,64,26,83,52,16,82,57,29,85,35,19,68,63,26,83,47,17,80,47,20,87,47,18,84,48,15,74,44,22,78,50,0,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,0,71,-1,-1,-1,25,0,88,0,0,50,.,.,.,-1,-1,-1,49,18,76,64,26,83,45,19,80,50,15,72,50,25,81,35,6,61,32,8,59,47,11,67,30,4,65,28,7,54,35,19,62,21,7,43,14,7,35,25,17,42,4,4,32,8,0,30,38,25,50,43,14,43,56,23,82,70,29,86,51,17,82,58,26,82,46,24,76,53,20,78,55,22,81,67,27,84,51,20,85,54,23,81,47,24,75,55,12,74,47,19,72,52,26,78,43,12,72,53,20,71,25,17,75,42,25,71,64,14,86,.,.,.,83,17,100,67,17,83,.,.,.,-1,-1,-1
"198902",25,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,5,70,40,6,63,20,7,69,36,3,82,14,5,43,13,0,65,30,6,71,37,7,63,22,10,71,41,4,82,17,6,44,18,0,71,27,4,70,39,3,61,19,6,68,36,2,83,15,5,45,14,0,64,20,1,62,40,0,47,13,2,58,23,0,79,17,0,33,8,0,62,23,0,65,67,0,67,14,0,57,21,0,86,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,36,9,79,40,10,75,28,14,83,50,7,86,11,11,56,20,0,70,5,5,40,-1,-1,-1,17,17,50,0,0,50,-1,-1,-1,-1,-1,-1,23,14,59,40,20,60,14,14,71,25,13,63,-1,-1,-1,.,.,.,0,0,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,4,69,35,5,60,18,8,69,36,2,80,19,6,44,8,0,69,30,6,72,47,7,67,23,7,70,37,7,87,0,0,40,20,0,60,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"198903",52,26,85,56,0,89,77,47,100,33,12,76,-1,-1,-1,38,25,75,44,19,72,40,20,60,54,23,85,21,14,57,-1,-1,-1,-1,-1,-1,79,59,97,-1,-1,-1,90,70,100,67,42,92,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,35,91,69,37,94,73,42,96,61,31,87,65,40,90,52,22,83,46,20,78,37,11,81,55,31,90,40,16,64,50,17,83,60,10,80,52,23,86,54,24,91,62,30,95,45,17,79,49,27,76,39,13,80,67,37,93,69,37,95,72,43,97,66,34,90,61,37,89,56,23,87,60,28,88,63,27,96,69,34,94,56,24,84,67,38,83,35,12,74,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,32,9,74,33,0,83,56,19,100,11,0,58,-1,-1,-1,40,20,60,64,34,90,69,37,93,75,41,96,57,28,85,68,43,90,48,21,81,36,11,78,39,8,83,49,15,91,27,8,68,32,16,71,26,7,65,36,14,69,33,6,79,45,17,82,26,12,54,38,23,77,47,24,59,70,39,94,76,43,96,77,46,98,65,35,91,65,44,92,55,25,87,67,36,92,75,40,95,75,41,96,62,32,88,67,43,93,50,21,83,60,33,89,53,29,92,69,44,97,56,28,85,58,33,81,58,23,85,69,27,89,78,11,100,89,39,100,59,23,82,-1,-1,-1,-1,-1,-1
"198905",15,4,45,0,0,36,20,5,58,16,4,40,9,9,18,11,4,39,38,23,69,-1,-1,-1,44,44,78,33,11,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,54,21,8,61,26,10,62,21,5,48,30,14,56,14,8,38,20,8,52,18,11,57,24,9,59,19,4,48,26,9,57,11,11,30,23,8,54,22,8,60,26,10,62,21,5,48,28,13,55,14,8,38,24,8,60,21,7,61,25,10,70,25,5,57,25,13,51,16,9,49,24,8,53,25,4,62,26,9,62,23,5,46,39,22,61,12,6,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,3,38,0,0,30,18,4,54,9,2,31,11,11,22,3,0,27,22,8,48,21,9,60,27,10,56,19,4,41,35,15,63,12,7,29,12,3,40,11,2,43,16,4,50,10,2,33,15,8,48,6,5,20,22,13,31,24,21,45,22,15,35,18,8,23,32,11,42,26,22,26,29,5,67,13,0,88,43,10,81,28,3,59,0,0,17,33,11,78,22,8,53,19,7,59,25,11,63,20,5,47,30,14,57,12,10,36,26,7,55,27,9,64,29,7,60,25,5,51,29,13,54,19,3,45,7,4,44,-1,-1,-1,22,11,44,0,0,44,-1,-1,-1,-1,-1,-1
"198906",54,22,88,63,8,79,59,25,95,44,24,86,67,33,89,53,18,82,63,33,92,-1,-1,-1,63,38,100,67,33,100,-1,-1,-1,-1,-1,-1,70,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,38,93,69,27,91,73,37,97,70,38,93,74,54,94,67,39,88,63,27,90,63,0,88,67,25,100,53,29,76,88,50,100,-1,-1,-1,64,28,92,58,13,87,68,29,97,64,29,91,65,38,91,61,34,85,72,38,94,67,28,91,73,36,97,73,41,96,73,50,93,66,38,85,65,29,91,60,16,89,71,28,95,61,29,91,68,43,89,64,38,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,14,80,50,0,69,51,22,92,41,14,77,40,20,80,33,11,67,70,37,92,71,25,90,73,38,98,66,34,88,75,58,95,68,39,92,45,16,82,33,5,72,56,17,92,40,17,82,50,21,79,46,19,73,27,9,60,40,0,60,23,18,73,26,10,55,33,0,67,22,0,44,82,53,98,88,51,100,78,50,99,88,54,98,86,82,100,70,38,92,71,38,93,68,28,89,73,36,97,69,38,92,75,54,93,71,40,87,71,37,97,77,15,100,71,38,98,77,40,96,67,56,100,53,35,94,65,30,100,-1,-1,-1,50,38,100,89,33,100,.,.,.,-1,-1,-1
"199901",46,21,79,49,23,81,56,28,87,39,16,73,51,25,81,34,9,70,72,46,91,79,54,90,71,47,92,70,41,90,83,66,95,66,29,88,79,52,95,83,58,96,83,62,96,74,42,93,85,62,97,73,41,92,68,36,75,67,17,67,62,54,69,68,32,79,-1,-1,-1,-1,-1,-1,66,37,89,72,45,91,68,40,90,64,32,87,77,57,93,54,23,82,47,20,77,53,22,83,46,22,77,43,16,74,66,39,90,37,12,65,47,21,78,53,26,80,49,24,81,44,16,74,63,40,87,36,10,69,69,39,90,71,42,90,68,40,91,68,36,90,75,54,94,62,29,86,55,28,83,58,34,85,59,31,87,52,22,80,69,47,88,41,12,74,51,29,76,59,32,95,48,30,75,45,29,70,74,43,91,48,12,68,29,10,67,25,9,64,41,17,80,21,7,60,32,10,66,20,3,58,64,36,87,73,47,91,68,40,89,60,28,84,78,59,93,46,17,77,40,15,75,37,14,75,43,18,79,36,11,71,62,37,86,28,6,62,30,12,56,28,13,58,33,15,63,28,10,51,43,17,68,20,6,42,73,42,92,78,50,93,74,45,94,71,37,91,80,62,95,60,27,86,69,40,90,74,47,92,70,42,91,66,34,88,79,59,94,56,25,82,61,31,86,66,39,87,63,35,88,59,26,84,69,48,89,48,16,80,63,34,89,68,40,93,70,40,93,60,30,87,60,37,87,47,14,76
"199902",33,12,67,29,9,65,46,18,77,28,11,62,28,12,60,22,4,62,51,23,82,44,17,73,52,27,87,51,16,82,59,56,81,50,14,75,72,39,88,67,22,78,75,41,91,73,49,92,67,44,78,70,10,80,27,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,22,79,52,22,80,53,25,85,49,20,78,53,32,78,35,10,70,37,13,72,28,10,67,39,13,75,37,13,69,47,18,80,35,12,70,38,14,72,37,12,73,43,18,79,37,13,69,45,22,71,25,6,57,53,23,84,54,21,82,54,24,87,55,23,85,52,28,80,39,13,76,42,16,75,43,16,76,49,20,82,40,14,72,46,23,72,24,5,63,44,19,75,40,0,100,55,36,73,46,15,69,-1,-1,-1,-1,-1,-1,20,6,52,14,3,43,32,11,66,14,5,47,21,9,43,10,2,44,47,21,75,50,23,78,53,26,83,43,16,71,55,35,76,31,7,64,25,7,61,27,5,63,30,9,71,22,5,56,26,11,53,11,1,47,21,6,44,17,6,41,24,9,53,19,5,40,32,7,45,16,4,29,56,26,83,60,28,84,58,30,88,56,24,82,58,37,81,40,12,74,53,24,82,54,23,82,57,28,87,51,21,79,55,34,79,38,11,74,45,19,76,48,20,76,47,21,81,44,18,74,51,27,76,30,8,64,40,18,77,51,27,89,42,23,86,39,15,75,39,22,57,23,0,59
"200901",25,13,50,-1,-1,-1,33,33,83,14,0,29,-1,-1,-1,.,.,.,29,10,67,-1,-1,-1,60,20,80,33,11,56,-1,-1,-1,-1,-1,-1,70,60,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,17,75,48,16,80,36,17,75,43,16,73,45,25,73,43,13,75,35,25,85,-1,-1,-1,25,13,75,38,25,88,-1,-1,-1,-1,-1,-1,36,13,68,41,10,74,31,13,67,39,13,67,36,19,66,40,8,72,44,18,75,46,12,78,37,18,74,50,20,76,36,19,69,54,17,81,36,13,69,39,11,74,30,13,68,39,14,67,40,15,71,37,12,64,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,25,13,50,-1,-1,-1,33,33,83,14,0,29,-1,-1,-1,.,.,.,39,16,74,50,20,82,36,16,75,37,12,70,53,30,78,32,9,69,24,6,60,28,4,69,18,8,60,25,4,57,29,11,58,28,3,57,38,17,58,45,20,75,45,23,66,29,11,48,39,22,61,43,14,50,48,20,80,56,20,86,43,20,81,48,17,79,49,34,75,51,15,84,43,18,75,51,16,80,38,18,74,43,16,73,45,27,76,44,14,74,40,14,74,38,15,81,33,12,75,46,15,73,44,18,67,39,9,79,23,14,64,-1,-1,-1,38,25,88,11,11,44,-1,-1,-1,-1,-1,-1
"200902",50,30,83,67,33,67,65,59,94,37,16,74,60,0,100,29,14,86,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,36,92,77,44,93,81,50,96,67,31,91,54,23,84,44,14,89,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,59,30,88,58,29,83,70,43,94,62,29,91,41,14,73,37,11,81,71,39,93,74,38,90,78,48,98,72,37,93,64,39,82,53,23,90,60,28,90,68,39,95,77,45,97,56,21,86,47,10,83,25,10,85,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,29,77,-1,-1,-1,64,64,91,23,15,69,-1,-1,-1,-1,-1,-1,67,34,91,80,51,96,83,52,95,63,26,88,44,8,86,36,6,88,44,16,80,54,16,84,64,32,91,39,10,77,17,3,67,11,0,63,29,3,50,-1,-1,-1,33,0,67,27,0,40,-1,-1,-1,-1,-1,-1,74,41,93,82,47,91,82,51,96,73,38,93,59,33,85,52,17,90,71,39,93,80,50,94,82,51,96,69,34,93,56,26,85,47,16,94,64,30,87,68,28,88,77,46,96,61,23,84,47,13,80,33,8,67,46,15,92,-1,-1,-1,80,40,100,20,0,80,.,.,.,-1,-1,-1
